5.002184893056939252e+00,2.774973894735514235e-11,-5.887336635343882962e-12,-4.995490000000000208e-01,-6.361154710525347117e-12,-1.044009093965986181e-11,5.633379695481674883e-07,1.277193645452611115e+01
5.002184909137634250e+00,3.151206759400420159e-11,-4.612294071402770300e-12,-4.995490000000000208e-01,-1.312743233082742407e-12,-8.020367165413026449e-12,5.618894578945629833e-07,1.268047934683844424e+01
1.000000003854230268e+00,6.190919650569115204e-10,-6.695724684454109856e-11,8.997334797348220947e-01,5.302042239511199822e-10,4.237043850753413026e-10,8.997334734182336202e-01,1.564140070072340549e+01
9.999999923853468697e-01,4.837142334985619629e-01,1.964212544198656041e-01,-2.956455460180979489e-01,4.837141591326514223e-01,1.964212936150911137e-01,-2.956455448680483933e-01,1.634379342442227667e+01
9.999976008062529953e-01,4.831643412023264861e-01,1.974413655179496907e-01,-2.958431779065397449e-01,4.744621787335941421e-01,1.834224054705053952e-01,3.182131951666343217e-01,1.569658138855693252e+01
1.000000014012102811e+00,4.764876116870291334e-01,1.771644016016742373e-01,3.187181398630570817e-01,4.764875505651581244e-01,1.771644703821147471e-01,3.187181135756314010e-01,1.512349737837354269e+01
1.000000457051073433e+00,5.050345618080830021e-08,-4.115911962234162051e-09,9.794042094442694246e-01,-4.992259268178531479e-08,3.285726180325200193e-09,9.794044817298708239e-01,1.538050886197059164e+01
9.999998909952645398e-01,5.727744283269909763e-08,-3.028772385671342278e-08,7.499345421485855701e-01,-5.328513915790012828e-08,2.257841626688183309e-08,7.499337058959982816e-01,1.557768777578763419e+01
1.000000032569661634e+00,2.346994914109774715e-08,1.642212089626369820e-09,9.595511246403543026e-01,-2.320148718637720904e-08,-2.560958741086500480e-09,9.595511880701302898e-01,1.539574818692799063e+01
9.999999277751293603e-01,4.931734992070777332e-08,3.265339111112192498e-08,9.892441956236065481e-01,-4.807978060392909859e-08,-3.395559842234352558e-08,9.892440281817453940e-01,1.537092782034262761e+01
1.000000029700768289e+00,4.676345595728368314e-09,1.042935962315441399e-09,9.942419450028068262e-01,-4.673301130528208847e-09,-1.537749105193757994e-09,9.942423137837618219e-01,1.541279819254997108e+01
9.989508574369624583e+00,-2.558677318890105259e-08,2.739962147431479190e-08,1.281135614490996157e-05,-6.213752125207232636e-08,-1.174557753833250986e-07,-1.433889865158187895e-05,1.258205972933325256e+01
8.267434416584109158e+00,3.174640447543343933e-07,6.775774458898333163e-07,3.196753640619151442e-06,1.747999899510635122e-09,1.920127487729469054e-08,-4.399114953895234499e-07,1.292556268122349117e+01
7.187127907087033307e+00,2.938348702574292494e-08,1.809772284928747480e-09,4.612072826775930886e-05,5.978754088107490662e-09,-9.167306256482147000e-10,-3.719473591496217805e-05,1.191497492411409276e+01
9.167299842251283692e+00,-1.364179043402251930e-08,7.636875074818080774e-08,1.182643987627427878e-05,3.090186516131746552e-08,1.066270109079874522e-07,-6.787847936937700069e-06,1.288499845077965311e+01
6.579712082644991966e+00,-2.066819715785145543e-08,2.441675477140696766e-08,2.885892990764868675e-05,1.736790569106171374e-07,-1.497026067367626254e-07,-5.565986855117621549e-05,1.255082503110460301e+01
7.760674471377271288e+00,-1.538939428838398999e-08,-2.809813479435170091e-08,2.556917139779560981e-05,1.148391804539113026e-07,-2.619395445467644148e-08,-5.214746779194721470e-05,1.141350770791279778e+01
1.202461560071099278e+00,4.996000528613476753e-09,-2.948409015850736661e-08,-5.056455131847818751e-05,-5.347089342454932953e-08,-6.043333845853051721e-08,8.534895378065982191e-05,1.590517114243678698e+01
8.728768594353862653e+00,7.443023415168457628e-09,2.062188258058657719e-08,-9.462728071116221942e-07,-1.268845023035324743e-08,3.632686613561893680e-08,-3.314432436480755560e-05,1.256701785278420758e+01
2.316190182527902319e+00,-5.174828902343519543e-08,1.345741442632310633e-08,6.506501248009080108e-05,-4.693939052229529820e-08,1.039332952391542599e-08,-3.846983517134319606e-05,1.400094571998906012e+01
6.999697181369485044e+00,1.517563413717826512e-08,-2.034872860430377303e-08,6.000082372623783966e-01,4.894926127307685199e-09,-3.843975998156682767e-09,-1.707306788347361649e-05,1.710286023157716784e+01
7.001287493296375786e+00,-2.034924085329014789e-08,2.991819811712033804e-08,3.998561217833401238e-01,2.020220764628721176e-08,-1.298609923208249600e-08,2.781099306527993077e-06,1.736103276428629627e+01
7.001162639424140188e+00,2.292678194170293168e-08,3.490818002579823644e-08,3.998676090919946469e-01,4.388089971998199177e-10,-2.746313855811223254e-08,-6.638122090848888271e-07,2.028253661470921898e+01
7.001089078006647703e+00,1.367039504298334154e-08,1.987862875968185672e-08,-3.998591740957317953e-01,-1.514584044608546539e-08,2.748371025358967691e-08,-2.054585014346069970e-06,1.721837068342275856e+01
7.001214018453055132e+00,1.685352122782786407e-08,1.034935734088223244e-08,-3.998668166917123123e-01,9.506739414427676310e-08,8.830491400710943339e-09,-5.610574726732159739e-07,2.048298932880780754e+01
6.999854997893439013e+00,2.465516878635795763e-08,2.996146100577806995e-09,-5.999947031442912637e-01,-8.301667874589998086e-09,7.926338817910162703e-08,-2.319226404811285432e-06,1.644531806639072258e+01
5.000085172402526368e+00,-2.212635641622827382e-10,8.063473842393463661e-10,-8.999594789529190564e-01,3.125172080091530259e-10,-2.035348924896098749e-09,-2.853133343977447840e-06,2.037600532501628336e+01
2.999265642201275561e+00,1.300240500141592107e-08,-4.649783532114174977e-08,7.313565874145742107e-01,4.137856598367503816e-08,-8.627527778924694900e-09,-8.492998323579341591e-01,1.429987976962036633e+01
2.999188434605588149e+00,5.099185474715160699e-08,-1.196477599545668633e-07,8.499846977517456770e-01,-5.920519613391616972e-08,7.446953645866727929e-09,8.494762468889998086e-01,1.393337707009715665e+01
9.999971091165121839e-01,2.080098654185560314e-08,1.232237549301678743e-08,4.994955013449396963e-01,5.897339170290645677e-09,2.816662456783509294e-09,-4.994919757109902436e-01,1.845154752991634695e+01
1.221202448971498766e+00,5.950938836624688693e-08,-9.065116731628072528e-09,3.299739970393623656e-01,-1.061769541852274902e-09,9.889486023295067840e-08,-4.399431407122120774e-01,1.346730080536150886e+01
1.309782499882114593e+00,6.426870670825463430e-09,-1.420904584330156810e-08,9.611732387998448424e-01,8.446318845227119778e-09,4.948161842170583810e-08,-8.990720096331403788e-01,1.185944040338752181e+01
1.227830433092084172e+00,1.382150291259938677e-08,6.512441179049202400e-09,3.199683398777040666e-01,1.303577903453271676e-07,2.193718228211022744e-08,-5.798367373069370778e-01,1.247163308410901728e+01
1.227781459845585399e+00,-1.925336534236854122e-02,7.404577948630182427e-02,3.318924121282644246e-01,-1.210964438942290500e-01,3.896640943755266817e-01,-5.308815997750919724e-01,1.245702715980501374e+01
1.221182117226345953e+00,1.551952248902244804e-07,7.358734867982414446e-08,1.450841430230505921e-04,7.956053224483940294e-08,8.825497190106735528e-08,9.609630483247734445e-05,1.345505087404845490e+01
1.185974290491347061e+00,-5.502688566817636201e-08,-2.230762905161318287e-08,4.199399600113303266e-01,-3.878160899216759938e-08,-9.597514308042640705e-09,3.800175147105044893e-01,1.379737097701134729e+01
1.203004578124132973e+00,1.293287028358320587e-07,2.886343243059995259e-08,3.901474192575433153e-01,1.234637995497184652e-07,1.735573070959074748e-07,-4.798720361293965508e-01,1.349257991880774377e+01
1.217477882943864609e+00,5.542813862188895885e-08,1.000800372434921495e-07,3.801485001702712974e-01,2.464151352207803817e-08,2.808703352261639882e-07,-5.198708272292471566e-01,1.294581016481638613e+01
1.227801735759917579e+00,-2.935415687921815638e-09,-2.951390878953906319e-08,3.100701105669568247e-01,-5.870160142035264379e-09,-2.080057764956717011e-08,-4.599142313325270126e-01,1.342155821882995248e+01
1.271814762261479936e+00,-2.526865897411073242e-08,2.214113023479692545e-08,3.200099227595510354e-01,5.814691162690802925e-08,-5.210755557827248300e-08,-5.600103475058889613e-01,1.343903845545978371e+01
1.186011268367157756e+00,1.045034692619653885e-02,2.877065226967794875e-01,3.056735030844237588e-01,5.059519860694879773e-02,-2.562323588533648167e-01,-2.760136654004543000e-01,1.380843271952231532e+01
3.327038919119515104e+00,2.929558618358990879e-07,-3.098696672915974625e-07,5.226345775046861153e-01,1.093883170819078594e-07,2.389601417790119654e-07,-4.482660284872528322e-01,1.890748011537355922e+01
1.219972440941510916e+00,-2.279321892891090835e-09,-8.136608074102281783e-08,3.300082962964225319e-01,1.460325684534831653e-07,-6.578257447928570921e-08,-4.398693073451907520e-01,1.304027731297563797e+01
9.999153318252866907e-01,3.318873074433674728e-08,7.202763952375867933e-09,5.430673673085863613e-05,4.830682590493336586e-09,1.239730792785195637e-07,-7.997307965605343627e-01,1.507119397737671740e+01
9.999210999860946858e-01,2.222477273719719131e-08,1.970896698164283800e-08,-1.014233674087363502e-04,-8.666174786639829506e-09,-2.972919696741706217e-08,7.997552745268304841e-01,1.489658638678245950e+01
9.999980077359140740e-01,1.509989103400598845e-08,5.854882894120981760e-08,7.997712854536135341e-01,-1.176380257460434116e-08,-3.497463264609484397e-08,-7.998810815886779890e-01,1.489923658096120285e+01
1.000000527591848209e+00,1.754907369400314621e-07,-2.738659986571098878e-07,-8.005010715048460623e-01,1.586844503293162500e-08,-6.029726508815594228e-08,-7.998622246194920793e-01,1.556655265206535965e+01
1.000003506532779918e+00,2.238306278789198313e-07,-1.756235268624498329e-07,-8.005226924339954309e-01,-4.529485885195330607e-08,-1.382822853823580329e-08,7.997747302672250092e-01,1.498511365050852362e+01
1.999743285862170650e+00,1.501011125417227383e-07,1.296988762691773851e-07,-1.216799488045202467e-04,-3.386427958411419335e-07,-3.931084845119981151e-08,-7.995866207931452418e-01,1.485429758454718474e+01
1.999620829326365534e+00,1.294404044059054239e-07,9.650701138736714766e-09,2.155011249329782106e-04,4.953632105671092121e-08,-1.317724023033565115e-07,7.995452910835721960e-01,1.432975763644744482e+01
1.999687487656028440e+00,-1.444621868086805129e-07,8.569098056782191971e-08,8.000744023419704698e-01,5.553167521833549019e-08,1.199802546887036839e-07,7.998696374526362840e-01,1.380643963063631929e+01
1.999808580369448086e+00,2.225118597919372580e-07,-4.177811630655764004e-07,-8.006034286058810734e-01,1.283855664377286902e-07,-1.458622632739782204e-07,-7.996426115453725281e-01,1.522106654574237616e+01
1.999825949315333196e+00,2.345378585731881151e-07,-2.352750068945347032e-07,-8.005082711119979599e-01,3.511821144220263748e-08,3.658980503000981430e-08,7.997355901619933594e-01,1.492156987907345389e+01
1.999881622496277433e+00,-5.546332858778099117e-01,5.632319255131831293e-01,1.231798521165129862e-01,-2.202370284121399902e-01,8.471044804287293506e-02,-7.642719944725581138e-01,1.472935643807664263e+01
